date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:49:15	29122/29122	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:14%20GMT	https://forums.gauntlet-rpg.com/c/game-design	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/game-design.html	(from https://forums.gauntlet-rpg.com/)
02:49:16	30810/30810	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:15%20GMT	https://forums.gauntlet-rpg.com/c/hype	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/hype.html	(from https://forums.gauntlet-rpg.com/)
02:49:17	28538/28538	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:16%20GMT	https://forums.gauntlet-rpg.com/c/site-feedback	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/site-feedback.html	(from https://forums.gauntlet-rpg.com/)
02:49:18	10179/10179	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:17%20GMT	https://forums.gauntlet-rpg.com/categories	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/categories.html	(from https://forums.gauntlet-rpg.com/)
02:49:19	10614/10614	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:18%20GMT	https://forums.gauntlet-rpg.com/guidelines	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/guidelines.html	(from https://forums.gauntlet-rpg.com/)
02:49:20	20189/20189	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:19%20GMT	https://forums.gauntlet-rpg.com/tos	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/tos.html	(from https://forums.gauntlet-rpg.com/)
02:49:21	9828/9828	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:20%20GMT	https://forums.gauntlet-rpg.com/privacy	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/privacy.html	(from https://forums.gauntlet-rpg.com/)
02:49:22	29363/29363	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:21%20GMT	https://forums.gauntlet-rpg.com/c/announcements/10?page=1	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/announcements/102679.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:23	41413/41413	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2031%20Jul%202023%2023:49:22%20GMT	https://forums.gauntlet-rpg.com/posts.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/posts.rss	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:24	115605/115605	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2031%20Jul%202023%2023:49:23%20GMT	https://forums.gauntlet-rpg.com/latest.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/latest.rss	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:25	69632/69632	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2031%20Jul%202023%2023:49:24%20GMT	https://forums.gauntlet-rpg.com/c/announcements.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/announcements.rss	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:26	17483/17483	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2019:04:22%20GMT	https://forums.gauntlet-rpg.com/t/announcing-open-hearth-gaming-community/8670	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/announcing-open-hearth-gaming-community/8670.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:27	11136/11136	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Jul%202022%2020:06:57%20GMT	https://forums.gauntlet-rpg.com/t/contacts-and-supporting-the-gauntlet/8254	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/contacts-and-supporting-the-gauntlet/8254.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:28	6513/6513	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2018:07:11%20GMT	https://forums.gauntlet-rpg.com/t/about-the-announcements-category/168	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/about-the-announcements-category/168.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:29	28852/28852	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2011:02:20%20GMT	https://forums.gauntlet-rpg.com/t/the-gauntlet-forums-are-closing/8723	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/the-gauntlet-forums-are-closing/8723.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:30	14608/14608	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2004:40:24%20GMT	https://forums.gauntlet-rpg.com/t/seven-starter-stories-age-of-ravens/7724	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/seven-starter-stories-age-of-ravens/7724.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:31	7584/7584	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jan%202023%2014:52:53%20GMT	https://forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-duneraiders/8577	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/fear-of-a-black-dragon-duneraiders/8577.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:32	10246/10246	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Jan%202023%2016:45:08%20GMT	https://forums.gauntlet-rpg.com/t/on-the-gauntlet-podcast/8551	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/on-the-gauntlet-podcast/8551.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:33	9787/9787	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Dec%202022%2020:15:42%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-lessons-learned-in-2022-and-finale/8543	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-lessons-learned-in-2022-and-finale/8543.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:34	8275/8275	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2015:23:27%20GMT	https://forums.gauntlet-rpg.com/t/gp-songs-for-the-dusk-roommates-wanted-stonetop/8521	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gp-songs-for-the-dusk-roommates-wanted-stonetop/8521.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:35	9518/9518	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2011:52:28%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-what-have-we-learned/8466	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-what-have-we-learned/8466.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:36	9301/9301	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2013:57:58%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-apocalypse-keys/8444	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-apocalypse-keys/8444.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:37	9321/9321	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2018:47:25%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-once-more-into-the-void/8424	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-once-more-into-the-void/8424.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:38	8309/8309	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2018:52:01%20GMT	https://forums.gauntlet-rpg.com/t/running-ttrpg-mysteries/8413	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/running-ttrpg-mysteries/8413.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:39	9336/9336	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2013:06:25%20GMT	https://forums.gauntlet-rpg.com/t/gauntlet-community-open-gaming-games-with-seats/8395	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gauntlet-community-open-gaming-games-with-seats/8395.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:40	9773/9773	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202022%2012:14:42%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-superstars-racing-icons/8390	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-superstars-racing-icons/8390.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:41	9293/9293	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202022%2013:17:56%20GMT	https://forums.gauntlet-rpg.com/t/himbos-of-myth-and-mettle-the-curse-of-the-house-of-rookwood-apocalypse-keys/8373	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/himbos-of-myth-and-mettle-the-curse-of-the-house-of-rookwood-apocalypse-keys/8373.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:42	7583/7583	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Sep%202022%2013:13:15%20GMT	https://forums.gauntlet-rpg.com/t/world-building-names/8372	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/world-building-names/8372.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:43	9610/9610	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2013:47:22%20GMT	https://forums.gauntlet-rpg.com/t/gauntlet-community-open-gaming-registration-opens-today/8365	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gauntlet-community-open-gaming-registration-opens-today/8365.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:44	11697/11697	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Aug%202022%2013:37:57%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-miss-bernburg-s-finishing-school-for-young-ladies/8350	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-miss-bernburg-s-finishing-school-for-young-ladies/8350.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:45	9242/9242	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Aug%202022%2015:09:31%20GMT	https://forums.gauntlet-rpg.com/t/d-d-eberron-world-wide-wrestling-hearts-of-wulin/8333	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/d-d-eberron-world-wide-wrestling-hearts-of-wulin/8333.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:46	8687/8687	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Aug%202022%2013:22:14%20GMT	https://forums.gauntlet-rpg.com/t/ttrpg-hacks-and-getting-games-to-the-table/8321	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/ttrpg-hacks-and-getting-games-to-the-table/8321.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:47	8381/8381	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2012:15:04%20GMT	https://forums.gauntlet-rpg.com/t/pandemic-brain-breaking-the-rpg-reading-block/8317	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/pandemic-brain-breaking-the-rpg-reading-block/8317.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:48	9101/9101	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2014:43:40%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-ryne/8312	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-ryne/8312.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:49	20094/20094	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2013:34:45%20GMT	https://forums.gauntlet-rpg.com/t/dune-without-arrakis-a-campaign-frame/8290	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/dune-without-arrakis-a-campaign-frame/8290.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:50	9954/9954	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Aug%202022%2011:58:49%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-thy-words-inspire-thespians/8266	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-thy-words-inspire-thespians/8266.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:51	8230/8230	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:00:26%20GMT	https://forums.gauntlet-rpg.com/t/small-changes-to-forums/8250	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/small-changes-to-forums/8250.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:52	8566/8566	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2014:48:49%20GMT	https://forums.gauntlet-rpg.com/t/five-year-hypercycle-new-appendix-n-cyberpunk/8247	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/five-year-hypercycle-new-appendix-n-cyberpunk/8247.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:53	10083/10083	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2012:13:26%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-firebrands-series-a-complicated-profession/8239	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-firebrands-series-a-complicated-profession/8239.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:54	10861/10861	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2016:42:05%20GMT	https://forums.gauntlet-rpg.com/t/1-forward-2022-ennie-episode/8219	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/1-forward-2022-ennie-episode/8219.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:55	8106/8106	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Jul%202022%2014:26:09%20GMT	https://forums.gauntlet-rpg.com/t/broken-a-tragic-duet/8214	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/broken-a-tragic-duet/8214.html	(from https://forums.gauntlet-rpg.com/c/announcements)
02:49:56	27867/27867	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2023:49:55%20GMT	https://forums.gauntlet-rpg.com/c/rpg-chat/5?page=1	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/rpg-chat/52679.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:49:57	57793/57793	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2031%20Jul%202023%2023:49:56%20GMT	https://forums.gauntlet-rpg.com/c/rpg-chat.rss	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/c/rpg-chat.rss	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:49:58	33447/33447	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Jul%202022%2019:32:30%20GMT	https://forums.gauntlet-rpg.com/t/the-jargon-wiki/1534	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/the-jargon-wiki/1534.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:49:59	8045/8045	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2002:50:09%20GMT	https://forums.gauntlet-rpg.com/t/about-the-rpg-chat-category/11	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/about-the-rpg-chat-category/11.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:00	43701/43701	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2009:12:49%20GMT	https://forums.gauntlet-rpg.com/t/where-are-people-going-for-indie-rpg-story-game-discussion-now/8724	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/where-are-people-going-for-indie-rpg-story-game-discussion-now/8724.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:01	36850/36850	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2010:42:55%20GMT	https://forums.gauntlet-rpg.com/t/gamers-who-dont-engage-with-rules-set/8524	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/gamers-who-dont-engage-with-rules-set/8524.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:02	35045/35045	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Jun%202023%2010:11:38%20GMT	https://forums.gauntlet-rpg.com/t/dungeon-world-spotlight-er-etiquette/8719	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/dungeon-world-spotlight-er-etiquette/8719.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:03	19572/19572	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2018:03:49%20GMT	https://forums.gauntlet-rpg.com/t/my-life-with-shub-niggurath/8697	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/my-life-with-shub-niggurath/8697.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:04	44979/44979	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Jun%202023%2018:13:22%20GMT	https://forums.gauntlet-rpg.com/t/your-favorite-rpg-characters/1578	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/your-favorite-rpg-characters/1578.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:05	57515/57515	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2022:05:09%20GMT	https://forums.gauntlet-rpg.com/t/pbta-for-a-trad-fantasy-game/8310	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/pbta-for-a-trad-fantasy-game/8310.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:06	39081/39081	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20May%202023%2015:46:41%20GMT	https://forums.gauntlet-rpg.com/t/rpgs-in-need-of-digital-toolsets/8429	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/rpgs-in-need-of-digital-toolsets/8429.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:07	48148/48148	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2017:27:21%20GMT	https://forums.gauntlet-rpg.com/t/rulers-of-pegolia-2023-weekly-results/8619	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/rulers-of-pegolia-2023-weekly-results/8619.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:08	74716/74716	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Mar%202022%2018:28:39%20GMT	https://forums.gauntlet-rpg.com/t/a-dice-roller-inside-google-sheets-available-and-in-testing/7910	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/a-dice-roller-inside-google-sheets-available-and-in-testing/7910.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:09	17281/17281	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:48:18%20GMT	https://forums.gauntlet-rpg.com/t/foundry-vtt/8636	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/foundry-vtt/8636.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:10	9546/9546	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2010:28:53%20GMT	https://forums.gauntlet-rpg.com/t/looking-for-a-anarchist-leftist-rpg-group/8617	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/looking-for-a-anarchist-leftist-rpg-group/8617.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:11	9425/9425	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:55:17%20GMT	https://forums.gauntlet-rpg.com/t/new-fantasy-world-srd-dramatic-fantasy-pbta/8601	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/new-fantasy-world-srd-dramatic-fantasy-pbta/8601.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:12	13784/13784	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202023%2019:49:54%20GMT	https://forums.gauntlet-rpg.com/t/lure-moves-sex-moves/8602	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/lure-moves-sex-moves/8602.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:13	7619/7619	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Feb%202023%2016:43:51%20GMT	https://forums.gauntlet-rpg.com/t/looking-for-that-post-on-pbta-starter-scenes/8596	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/looking-for-that-post-on-pbta-starter-scenes/8596.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:14	11216/11216	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2008:09:40%20GMT	https://forums.gauntlet-rpg.com/t/stuck-on-a-spaceship/8591	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/stuck-on-a-spaceship/8591.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:15	28477/28477	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2015:04:24%20GMT	https://forums.gauntlet-rpg.com/t/suggestions-for-a-gateway-game-to-tempt-secondary-students-from-d-d/8566	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/suggestions-for-a-gateway-game-to-tempt-secondary-students-from-d-d/8566.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:16	21871/21871	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2019:07:31%20GMT	https://forums.gauntlet-rpg.com/t/ethical-dilemmas/8572	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/ethical-dilemmas/8572.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
02:50:17	14628/14628	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jan%202023%2022:00:00%20GMT	https://forums.gauntlet-rpg.com/t/wild-wake-initiated-lucid-dreaming-anyone-play-i-have-and-heres-a-video/8571	Documents/Projects/The%20Gauntlet%20Forums%20Archive/forums.gauntlet-rpg.com/t/wild-wake-initiated-lucid-dreaming-anyone-play-i-have-and-heres-a-video/8571.html	(from https://forums.gauntlet-rpg.com/c/rpg-chat)
